Units,Year,Location,Provider,Funding
0,2021-22,Vale of Glamorgan,Newydd Housing Association,Non-Capital Grant Funded
0,2021-22,Vale of Glamorgan,United Welsh Housing Association,Total
0,2021-22,Vale of Glamorgan,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Vale of Glamorgan,United Welsh Housing Association,Non-Capital Grant Funded
1,2021-22,Vale of Glamorgan,Wales and West Housing,Total
0,2021-22,Vale of Glamorgan,Wales and West Housing,Capital Grant Funded
1,2021-22,Vale of Glamorgan,Wales and West Housing,Non-Capital Grant Funded
12,2021-22,Cardiff,Cardiff,Total
0,2021-22,Cardiff,Cardiff,Capital Grant Funded
12,2021-22,Cardiff,Cardiff,Non-Capital Grant Funded
31,2021-22,Cardiff,Registered Social Landlords,Total
21,2021-22,Cardiff,Registered Social Landlords,Capital Grant Funded
10,2021-22,Cardiff,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Cardiff,Aelwyd Housing Association,Total
0,2021-22,Cardiff,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Cardiff,Aelwyd Housing Association,Non-Capital Grant Funded
0,2021-22,Cardiff,Cadwyn Housing Association,Total
0,2021-22,Cardiff,Cadwyn Housing Association,Capital Grant Funded
0,2021-22,Cardiff,Cadwyn Housing Association,Non-Capital Grant Funded
0,2021-22,Cardiff,Cardiff Community Housing Association,Total
0,2021-22,Cardiff,Cardiff Community Housing Association,Capital Grant Funded
0,2021-22,Cardiff,Cardiff Community Housing Association,Non-Capital Grant Funded
0,2021-22,Cardiff,Cardiff YMCA Housing Association,Total
0,2021-22,Cardiff,Cardiff YMCA Housing Association,Capital Grant Funded
0,2021-22,Cardiff,Cardiff YMCA Housing Association,Non-Capital Grant Funded
0,2021-22,Cardiff,First Choice Housing Association,Total
0,2021-22,Cardiff,First Choice Housing Association,Capital Grant Funded
0,2021-22,Cardiff,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Cardiff,Linc Cymru,Total
0,2021-22,Cardiff,Linc Cymru,Capital Grant Funded
0,2021-22,Cardiff,Linc Cymru,Non-Capital Grant Funded
4,2021-22,Cardiff,Hafod Housing Association,Total
4,2021-22,Cardiff,Hafod Housing Association,Capital Grant Funded
0,2021-22,Cardiff,Hafod Housing Association,Non-Capital Grant Funded
0,2021-22,Cardiff,Taff Housing Association,Total
0,2021-22,Cardiff,Taff Housing Association,Capital Grant Funded
0,2021-22,Cardiff,Taff Housing Association,Non-Capital Grant Funded
17,2021-22,Cardiff,United Welsh Housing Association,Total
17,2021-22,Cardiff,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Cardiff,United Welsh Housing Association,Non-Capital Grant Funded
10,2021-22,Cardiff,Wales and West Housing,Total
0,2021-22,Cardiff,Wales and West Housing,Capital Grant Funded
10,2021-22,Cardiff,Wales and West Housing,Non-Capital Grant Funded
0,2021-22,Cardiff,Trivallis,Total
0,2021-22,Cardiff,Trivallis,Capital Grant Funded
0,2021-22,Cardiff,Trivallis,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Rhondda Cynon Taf,Total
0,2021-22,Rhondda Cynon Taf,Rhondda Cynon Taf,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Rhondda Cynon Taf,Non-Capital Grant Funded
15,2021-22,Rhondda Cynon Taf,Registered Social Landlords,Total
11,2021-22,Rhondda Cynon Taf,Registered Social Landlords,Capital Grant Funded
4,2021-22,Rhondda Cynon Taf,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Aelwyd Housing Association,Total
0,2021-22,Rhondda Cynon Taf,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Aelwyd Housing Association,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Cadarn Housing Group,Total
0,2021-22,Rhondda Cynon Taf,Cadarn Housing Group,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Cadarn Housing Group,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Stori Cymru,Total
0,2021-22,Rhondda Cynon Taf,Stori Cymru,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Stori Cymru,Non-Capital Grant Funded
4,2021-22,Rhondda Cynon Taf,First Choice Housing Association,Total
0,2021-22,Rhondda Cynon Taf,First Choice Housing Association,Capital Grant Funded
4,2021-22,Rhondda Cynon Taf,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Linc Cymru,Total
0,2021-22,Rhondda Cynon Taf,Linc Cymru,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Hafod Housing Association,Total
0,2021-22,Rhondda Cynon Taf,Hafod Housing Association,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Hafod Housing Association,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Newydd Housing Association,Total
0,2021-22,Rhondda Cynon Taf,Newydd Housing Association,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Newydd Housing Association,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Rhondda Housing Association,Total
0,2021-22,Rhondda Cynon Taf,Rhondda Housing Association,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Rhondda Housing Association,Non-Capital Grant Funded
3,2021-22,Rhondda Cynon Taf,United Welsh Housing Association,Total
3,2021-22,Rhondda Cynon Taf,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,United Welsh Housing Association,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Wales and West Housing,Total
0,2021-22,Rhondda Cynon Taf,Wales and West Housing,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Wales and West Housing,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Trivallis,Total
0,2021-22,Rhondda Cynon Taf,Trivallis,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Trivallis,Non-Capital Grant Funded
8,2021-22,Rhondda Cynon Taf,Cynon-Taf Community Housing Group,Total
8,2021-22,Rhondda Cynon Taf,Cynon-Taf Community Housing Group,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Cynon-Taf Community Housing Group,Non-Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Pobl Group,Total
0,2021-22,Rhondda Cynon Taf,Pobl Group,Capital Grant Funded
0,2021-22,Rhondda Cynon Taf,Pobl Group,Non-Capital Grant Funded
0,2021-22,Merthyr Tydfil,Merthyr Tydfil,Total
0,2021-22,Merthyr Tydfil,Merthyr Tydfil,Capital Grant Funded
0,2021-22,Merthyr Tydfil,Merthyr Tydfil,Non-Capital Grant Funded
1,2021-22,Merthyr Tydfil,Registered Social Landlords,Total
0,2021-22,Merthyr Tydfil,Registered Social Landlords,Capital Grant Funded
1,2021-22,Merthyr Tydfil,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Merthyr Tydfil,Aelwyd Housing Association,Total
0,2021-22,Merthyr Tydfil,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Merthyr Tydfil,Aelwyd Housing Association,Non-Capital Grant Funded
0,2021-22,Merthyr Tydfil,Hafod Housing Association,Total
0,2021-22,Merthyr Tydfil,Hafod Housing Association,Capital Grant Funded
0,2021-22,Merthyr Tydfil,Hafod Housing Association,Non-Capital Grant Funded
0,2021-22,Merthyr Tydfil,Merthyr Tydfil Housing Association,Total
0,2021-22,Merthyr Tydfil,Merthyr Tydfil Housing Association,Capital Grant Funded
0,2021-22,Merthyr Tydfil,Merthyr Tydfil Housing Association,Non-Capital Grant Funded
0,2021-22,Merthyr Tydfil,United Welsh Housing Association,Total
0,2021-22,Merthyr Tydfil,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Merthyr Tydfil,United Welsh Housing Association,Non-Capital Grant Funded
0,2021-22,Merthyr Tydfil,Wales and West Housing,Total
0,2021-22,Merthyr Tydfil,Wales and West Housing,Capital Grant Funded
0,2021-22,Merthyr Tydfil,Wales and West Housing,Non-Capital Grant Funded
1,2021-22,Merthyr Tydfil,Merthyr Valleys Homes,Total
0,2021-22,Merthyr Tydfil,Merthyr Valleys Homes,Capital Grant Funded
1,2021-22,Merthyr Tydfil,Merthyr Valleys Homes,Non-Capital Grant Funded
0,2021-22,Caerphilly,Caerphilly,Total
0,2021-22,Caerphilly,Caerphilly,Capital Grant Funded
0,2021-22,Caerphilly,Caerphilly,Non-Capital Grant Funded
1,2021-22,Caerphilly,Registered Social Landlords,Total
0,2021-22,Caerphilly,Registered Social Landlords,Capital Grant Funded
1,2021-22,Caerphilly,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Caerphilly,Aelwyd Housing Association,Total
0,2021-22,Caerphilly,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Caerphilly,Aelwyd Housing Association,Non-Capital Grant Funded
0,2021-22,Caerphilly,First Choice Housing Association,Total
0,2021-22,Caerphilly,First Choice Housing Association,Capital Grant Funded
0,2021-22,Caerphilly,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Caerphilly,Linc Cymru,Total
0,2021-22,Caerphilly,Linc Cymru,Capital Grant Funded
0,2021-22,Caerphilly,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Caerphilly,United Welsh Housing Association,Total
0,2021-22,Caerphilly,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Caerphilly,United Welsh Housing Association,Non-Capital Grant Funded
1,2021-22,Caerphilly,Wales and West Housing,Total
0,2021-22,Caerphilly,Wales and West Housing,Capital Grant Funded
1,2021-22,Caerphilly,Wales and West Housing,Non-Capital Grant Funded
0,2021-22,Caerphilly,Pobl Group,Total
0,2021-22,Caerphilly,Pobl Group,Capital Grant Funded
0,2021-22,Caerphilly,Pobl Group,Non-Capital Grant Funded
0,2021-22,Blaenau Gwent,Blaenau Gwent,Total
0,2021-22,Blaenau Gwent,Blaenau Gwent,Capital Grant Funded
0,2021-22,Blaenau Gwent,Blaenau Gwent,Non-Capital Grant Funded
0,2021-22,Blaenau Gwent,Registered Social Landlords,Total
0,2021-22,Blaenau Gwent,Registered Social Landlords,Capital Grant Funded
0,2021-22,Blaenau Gwent,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Blaenau Gwent,Aelwyd Housing Association,Total
0,2021-22,Blaenau Gwent,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Blaenau Gwent,Aelwyd Housing Association,Non-Capital Grant Funded
0,2021-22,Blaenau Gwent,First Choice Housing Association,Total
0,2021-22,Blaenau Gwent,First Choice Housing Association,Capital Grant Funded
0,2021-22,Blaenau Gwent,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Blaenau Gwent,Linc Cymru,Total
0,2021-22,Blaenau Gwent,Linc Cymru,Capital Grant Funded
0,2021-22,Blaenau Gwent,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Blaenau Gwent,United Welsh Housing Association,Total
0,2021-22,Blaenau Gwent,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Blaenau Gwent,United Welsh Housing Association,Non-Capital Grant Funded
0,2021-22,Blaenau Gwent,Melin Homes,Total
0,2021-22,Blaenau Gwent,Melin Homes,Capital Grant Funded
0,2021-22,Blaenau Gwent,Melin Homes,Non-Capital Grant Funded
0,2021-22,Blaenau Gwent,Tai Calon Community Housing,Total
0,2021-22,Blaenau Gwent,Tai Calon Community Housing,Capital Grant Funded
0,2021-22,Blaenau Gwent,Tai Calon Community Housing,Non-Capital Grant Funded
0,2021-22,Torfaen,Torfaen,Total
0,2021-22,Torfaen,Torfaen,Capital Grant Funded
0,2021-22,Torfaen,Torfaen,Non-Capital Grant Funded
10,2021-22,Torfaen,Registered Social Landlords,Total
10,2021-22,Torfaen,Registered Social Landlords,Capital Grant Funded
0,2021-22,Torfaen,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Torfaen,Aelwyd Housing Association,Total
0,2021-22,Torfaen,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Torfaen,Aelwyd Housing Association,Non-Capital Grant Funded
0,2021-22,Torfaen,First Choice Housing Association,Total
0,2021-22,Torfaen,First Choice Housing Association,Capital Grant Funded
0,2021-22,Torfaen,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Torfaen,Linc Cymru,Total
0,2021-22,Torfaen,Linc Cymru,Capital Grant Funded
0,2021-22,Torfaen,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Torfaen,United Welsh Housing Association,Total
0,2021-22,Torfaen,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Torfaen,United Welsh Housing Association,Non-Capital Grant Funded
10,2021-22,Torfaen,Melin Homes,Total
10,2021-22,Torfaen,Melin Homes,Capital Grant Funded
0,2021-22,Torfaen,Melin Homes,Non-Capital Grant Funded
0,2021-22,Torfaen,Bron Afon Community Housing,Total
0,2021-22,Torfaen,Bron Afon Community Housing,Capital Grant Funded
0,2021-22,Torfaen,Bron Afon Community Housing,Non-Capital Grant Funded
0,2021-22,Torfaen,Pobl Group,Total
0,2021-22,Torfaen,Pobl Group,Capital Grant Funded
0,2021-22,Torfaen,Pobl Group,Non-Capital Grant Funded
0,2021-22,Monmouthshire,Monmouthshire,Total
0,2021-22,Monmouthshire,Monmouthshire,Capital Grant Funded
0,2021-22,Monmouthshire,Monmouthshire,Non-Capital Grant Funded
12,2021-22,Monmouthshire,Registered Social Landlords,Total
7,2021-22,Monmouthshire,Registered Social Landlords,Capital Grant Funded
5,2021-22,Monmouthshire,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Monmouthshire,Aelwyd Housing Association,Total
0,2021-22,Monmouthshire,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Monmouthshire,Aelwyd Housing Association,Non-Capital Grant Funded
0,2021-22,Monmouthshire,First Choice Housing Association,Total
0,2021-22,Monmouthshire,First Choice Housing Association,Capital Grant Funded
0,2021-22,Monmouthshire,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Monmouthshire,Linc Cymru,Total
0,2021-22,Monmouthshire,Linc Cymru,Capital Grant Funded
0,2021-22,Monmouthshire,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Monmouthshire,United Welsh Housing Association,Total
0,2021-22,Monmouthshire,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Monmouthshire,United Welsh Housing Association,Non-Capital Grant Funded
2,2021-22,Monmouthshire,Melin Homes,Total
2,2021-22,Monmouthshire,Melin Homes,Capital Grant Funded
0,2021-22,Monmouthshire,Melin Homes,Non-Capital Grant Funded
5,2021-22,Monmouthshire,Monmouthshire Housing,Total
5,2021-22,Monmouthshire,Monmouthshire Housing,Capital Grant Funded
0,2021-22,Monmouthshire,Monmouthshire Housing,Non-Capital Grant Funded
5,2021-22,Monmouthshire,Pobl Group,Total
0,2021-22,Monmouthshire,Pobl Group,Capital Grant Funded
5,2021-22,Monmouthshire,Pobl Group,Non-Capital Grant Funded
0,2021-22,Newport,Newport,Total
0,2021-22,Newport,Newport,Capital Grant Funded
0,2021-22,Newport,Newport,Non-Capital Grant Funded
1,2021-22,Newport,Registered Social Landlords,Total
0,2021-22,Newport,Registered Social Landlords,Capital Grant Funded
1,2021-22,Newport,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Newport,Aelwyd Housing Association,Total
0,2021-22,Newport,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Newport,Aelwyd Housing Association,Non-Capital Grant Funded
0,2021-22,Newport,First Choice Housing Association,Total
0,2021-22,Newport,First Choice Housing Association,Capital Grant Funded
0,2021-22,Newport,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Newport,Linc Cymru,Total
0,2021-22,Newport,Linc Cymru,Capital Grant Funded
0,2021-22,Newport,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Newport,United Welsh Housing Association,Total
0,2021-22,Newport,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Newport,United Welsh Housing Association,Non-Capital Grant Funded
0,2021-22,Newport,Melin Homes,Total
0,2021-22,Newport,Melin Homes,Capital Grant Funded
0,2021-22,Newport,Melin Homes,Non-Capital Grant Funded
1,2021-22,Newport,Newport City Homes,Total
0,2021-22,Newport,Newport City Homes,Capital Grant Funded
1,2021-22,Newport,Newport City Homes,Non-Capital Grant Funded
0,2021-22,Newport,Pobl Group,Total
0,2021-22,Newport,Pobl Group,Capital Grant Funded
0,2021-22,Newport,Pobl Group,Non-Capital Grant Funded
236,2022-23,Wales,Local Authorities,Total
187,2022-23,Wales,Local Authorities,Capital Grant Funded
49,2022-23,Wales,Local Authorities,Non-Capital Grant Funded
304,2022-23,Wales,Registered Social Landlords,Total
247,2022-23,Wales,Registered Social Landlords,Capital Grant Funded
57,2022-23,Wales,Registered Social Landlords,Non-Capital Grant Funded
18,2022-23,Isle of Anglesey,Isle of Anglesey,Total
0,2022-23,Isle of Anglesey,Isle of Anglesey,Capital Grant Funded
18,2022-23,Isle of Anglesey,Isle of Anglesey,Non-Capital Grant Funded
3,2022-23,Isle of Anglesey,Registered Social Landlords,Total
3,2022-23,Isle of Anglesey,Registered Social Landlords,Capital Grant Funded
0,2022-23,Isle of Anglesey,Registered Social Landlords,Non-Capital Grant Funded
1,2022-23,Isle of Anglesey,Clwyd Alyn Housing Association,Total
1,2022-23,Isle of Anglesey,Clwyd Alyn Housing Association,Capital Grant Funded
0,2022-23,Isle of Anglesey,Clwyd Alyn Housing Association,Non-Capital Grant Funded
2,2022-23,Isle of Anglesey,Grwp Cynefin,Total
2,2022-23,Isle of Anglesey,Grwp Cynefin,Capital Grant Funded
0,2022-23,Isle of Anglesey,Grwp Cynefin,Non-Capital Grant Funded
0,2022-23,Isle of Anglesey,North Wales Housing Association,Total
0,2022-23,Isle of Anglesey,North Wales Housing Association,Capital Grant Funded
0,2022-23,Isle of Anglesey,North Wales Housing Association,Non-Capital Grant Funded
1,2022-23,Gwynedd,Gwynedd,Total
0,2022-23,Gwynedd,Gwynedd,Capital Grant Funded
1,2022-23,Gwynedd,Gwynedd,Non-Capital Grant Funded
13,2022-23,Gwynedd,Registered Social Landlords,Total
3,2022-23,Gwynedd,Registered Social Landlords,Capital Grant Funded
10,2022-23,Gwynedd,Registered Social Landlords,Non-Capital Grant Funded
0,2022-23,Gwynedd,Clwyd Alyn Housing Association,Total
0,2022-23,Gwynedd,Clwyd Alyn Housing Association,Capital Grant Funded
0,2022-23,Gwynedd,Clwyd Alyn Housing Association,Non-Capital Grant Funded
9,2022-23,Gwynedd,Grwp Cynefin,Total
1,2022-23,Gwynedd,Grwp Cynefin,Capital Grant Funded
8,2022-23,Gwynedd,Grwp Cynefin,Non-Capital Grant Funded
0,2022-23,Gwynedd,Stori Cymru,Total
0,2022-23,Gwynedd,Stori Cymru,Capital Grant Funded
0,2022-23,Gwynedd,Stori Cymru,Non-Capital Grant Funded
0,2022-23,Gwynedd,First Choice Housing Association,Total
0,2022-23,Gwynedd,First Choice Housing Association,Capital Grant Funded
0,2022-23,Gwynedd,First Choice Housing Association,Non-Capital Grant Funded
0,2022-23,Gwynedd,Linc Cymru,Total
0,2022-23,Gwynedd,Linc Cymru,Capital Grant Funded
0,2022-23,Gwynedd,Linc Cymru,Non-Capital Grant Funded
0,2022-23,Gwynedd,North Wales Housing Association,Total
0,2022-23,Gwynedd,North Wales Housing Association,Capital Grant Funded
0,2022-23,Gwynedd,North Wales Housing Association,Non-Capital Grant Funded
4,2022-23,Gwynedd,Adra,Total
2,2022-23,Gwynedd,Adra,Capital Grant Funded
2,2022-23,Gwynedd,Adra,Non-Capital Grant Funded
0,2022-23,Conwy,Conwy,Total
0,2022-23,Conwy,Conwy,Capital Grant Funded
0,2022-23,Conwy,Conwy,Non-Capital Grant Funded
25,2022-23,Conwy,Registered Social Landlords,Total
25,2022-23,Conwy,Registered Social Landlords,Capital Grant Funded
0,2022-23,Conwy,Registered Social Landlords,Non-Capital Grant Funded
9,2022-23,Conwy,Clwyd Alyn Housing Association,Total
9,2022-23,Conwy,Clwyd Alyn Housing Association,Capital Grant Funded
0,2022-23,Conwy,Clwyd Alyn Housing Association,Non-Capital Grant Funded
0,2022-23,Conwy,Abbeyfield Colwyn Bay,Total
0,2022-23,Conwy,Abbeyfield Colwyn Bay,Capital Grant Funded
0,2022-23,Conwy,Abbeyfield Colwyn Bay,Non-Capital Grant Funded
3,2022-23,Conwy,Grwp Cynefin,Total
3,2022-23,Conwy,Grwp Cynefin,Capital Grant Funded
0,2022-23,Conwy,Grwp Cynefin,Non-Capital Grant Funded
0,2022-23,Conwy,Stori Cymru,Total
0,2022-23,Conwy,Stori Cymru,Capital Grant Funded
0,2022-23,Conwy,Stori Cymru,Non-Capital Grant Funded
7,2022-23,Conwy,First Choice Housing Association,Total
7,2022-23,Conwy,First Choice Housing Association,Capital Grant Funded
0,2022-23,Conwy,First Choice Housing Association,Non-Capital Grant Funded
